[20250219 02:12:37 INFO    ] {'dataset_name': 'koniq10k', 'koniq10k_path': '../all_dataset/KonIQ-10K/1024x768', 'koniq10k_label': './data/koniq10k/koniq10k_label.txt', 'livec_path': '../all_dataset/LIVEC/Images/', 'livec_label': './data/livec/livec_label.txt', 'spaq_path': '../all_dataset/SPAQ/TestImage/', 'spaq_label': './data/spaq/spaq_label.txt', 'tid2013_path': '../all_dataset/tid2013/distorted_images/', 'tid2013_label': 'data/tid2013/tid2013_label.txt', 'kadid10k_path': '../all_dataset/KADID-10K/images/', 'kadid10k_label': './data/kadid10k/kadid10k_label.txt', 'batch_size': 12, 'learning_rate': 1e-05, 'weight_decay': 1e-05, 'n_epoch': 200, 'val_freq': 1, 'T_max': 50, 'eta_min': 0, 'num_avg_val': 1, 'num_workers': 8, 'split_seed': 20, 'train_keep_ratio': 1.0, 'val_keep_ratio': 1.0, 'crop_size': 224, 'prob_aug': 0.7, 'patch_size': 8, 'img_size': 224, 'embed_dim': 768, 'dim_mlp': 768, 'num_heads': [4, 4], 'window_size': 4, 'depths': [2, 2], 'num_outputs': 1, 'num_tab': 2, 'scale': 0.8, 'ckpt_path': './output_koniq10k/models/koniq10k', 'log_path': './output_koniq10k/log/koniq10k', 'log_file': 'koniq10k.log', 'tensorboard_path': './output_koniq10k/koniq10k'}
[20250219 22:07:06 INFO    ] Running training epoch 100
[20250219 22:16:48 INFO    ] train epoch:100 / loss:0.0003666 / SRCC:0.9924 / PLCC:0.994
[20250219 22:16:48 INFO    ] Starting eval...
[20250219 22:16:48 INFO    ] Running testing in epoch 100
[20250219 22:18:40 INFO    ] Epoch:100 ===== loss:0.006492 ===== SRCC:0.8769 ===== PLCC:0.9085
[20250219 22:18:40 INFO    ] Eval done...
[20250219 22:18:40 INFO    ] Epoch 100 done. Time: 1.2e+01min
[20250219 22:18:40 INFO    ] Running training epoch 101
[20250219 22:28:22 INFO    ] train epoch:101 / loss:0.0004451 / SRCC:0.9906 / PLCC:0.9927
[20250219 22:28:22 INFO    ] Starting eval...
[20250219 22:28:22 INFO    ] Running testing in epoch 101
[20250219 22:30:15 INFO    ] Epoch:101 ===== loss:0.006093 ===== SRCC:0.8794 ===== PLCC:0.9086
[20250219 22:30:15 INFO    ] Eval done...
[20250219 22:30:15 INFO    ] Epoch 101 done. Time: 1.2e+01min
[20250219 22:30:15 INFO    ] Running training epoch 102
[20250219 22:39:58 INFO    ] train epoch:102 / loss:0.000435 / SRCC:0.9908 / PLCC:0.9928
[20250219 22:39:58 INFO    ] Starting eval...
[20250219 22:39:58 INFO    ] Running testing in epoch 102
[20250219 22:41:50 INFO    ] Epoch:102 ===== loss:0.006055 ===== SRCC:0.8769 ===== PLCC:0.9077
[20250219 22:41:50 INFO    ] Eval done...
[20250219 22:41:50 INFO    ] Epoch 102 done. Time: 1.2e+01min
[20250219 22:41:50 INFO    ] Running training epoch 103
[20250219 22:51:32 INFO    ] train epoch:103 / loss:0.0004585 / SRCC:0.9909 / PLCC:0.9924
[20250219 22:51:32 INFO    ] Starting eval...
[20250219 22:51:32 INFO    ] Running testing in epoch 103
[20250219 22:53:24 INFO    ] Epoch:103 ===== loss:0.00651 ===== SRCC:0.8754 ===== PLCC:0.9048
[20250219 22:53:24 INFO    ] Eval done...
[20250219 22:53:24 INFO    ] Epoch 103 done. Time: 1.2e+01min
[20250219 22:53:24 INFO    ] Running training epoch 104
[20250219 23:03:06 INFO    ] train epoch:104 / loss:0.0004359 / SRCC:0.991 / PLCC:0.9928
[20250219 23:03:06 INFO    ] Starting eval...
[20250219 23:03:06 INFO    ] Running testing in epoch 104
[20250219 23:04:59 INFO    ] Epoch:104 ===== loss:0.006188 ===== SRCC:0.8811 ===== PLCC:0.9092
[20250219 23:04:59 INFO    ] Eval done...
[20250219 23:04:59 INFO    ] Epoch 104 done. Time: 1.2e+01min
[20250219 23:04:59 INFO    ] Running training epoch 105
[20250219 23:14:41 INFO    ] train epoch:105 / loss:0.0003524 / SRCC:0.9924 / PLCC:0.9942
[20250219 23:14:41 INFO    ] Starting eval...
[20250219 23:14:41 INFO    ] Running testing in epoch 105
[20250219 23:16:32 INFO    ] Epoch:105 ===== loss:0.00628 ===== SRCC:0.8751 ===== PLCC:0.9064
[20250219 23:16:32 INFO    ] Eval done...
[20250219 23:16:32 INFO    ] Epoch 105 done. Time: 1.2e+01min
[20250219 23:16:32 INFO    ] Running training epoch 106
[20250219 23:26:13 INFO    ] train epoch:106 / loss:0.0004472 / SRCC:0.9903 / PLCC:0.9926
[20250219 23:26:13 INFO    ] Starting eval...
[20250219 23:26:13 INFO    ] Running testing in epoch 106
[20250219 23:28:03 INFO    ] Epoch:106 ===== loss:0.006332 ===== SRCC:0.8717 ===== PLCC:0.9027
[20250219 23:28:03 INFO    ] Eval done...
[20250219 23:28:03 INFO    ] Epoch 106 done. Time: 1.2e+01min
[20250219 23:28:03 INFO    ] Running training epoch 107
[20250219 23:37:45 INFO    ] train epoch:107 / loss:0.0004286 / SRCC:0.9911 / PLCC:0.9929
[20250219 23:37:45 INFO    ] Starting eval...
[20250219 23:37:45 INFO    ] Running testing in epoch 107
[20250219 23:39:41 INFO    ] Epoch:107 ===== loss:0.00605 ===== SRCC:0.8742 ===== PLCC:0.9047
[20250219 23:39:41 INFO    ] Eval done...
[20250219 23:39:41 INFO    ] Epoch 107 done. Time: 1.2e+01min
[20250219 23:39:41 INFO    ] Running training epoch 108
[20250219 23:49:23 INFO    ] train epoch:108 / loss:0.0003706 / SRCC:0.992 / PLCC:0.9939
[20250219 23:49:23 INFO    ] Starting eval...
[20250219 23:49:23 INFO    ] Running testing in epoch 108
[20250219 23:51:15 INFO    ] Epoch:108 ===== loss:0.006513 ===== SRCC:0.8764 ===== PLCC:0.9044
[20250219 23:51:15 INFO    ] Eval done...
[20250219 23:51:15 INFO    ] Epoch 108 done. Time: 1.2e+01min
[20250219 23:51:15 INFO    ] Running training epoch 109
[20250220 00:00:58 INFO    ] train epoch:109 / loss:0.0004225 / SRCC:0.9915 / PLCC:0.993
[20250220 00:00:58 INFO    ] Starting eval...
[20250220 00:00:58 INFO    ] Running testing in epoch 109
[20250220 00:02:49 INFO    ] Epoch:109 ===== loss:0.006526 ===== SRCC:0.8755 ===== PLCC:0.9034
[20250220 00:02:49 INFO    ] Eval done...
[20250220 00:02:49 INFO    ] Epoch 109 done. Time: 1.2e+01min
[20250220 00:02:49 INFO    ] Running training epoch 110
[20250220 00:12:32 INFO    ] train epoch:110 / loss:0.0003805 / SRCC:0.9922 / PLCC:0.9937
[20250220 00:12:32 INFO    ] Starting eval...
[20250220 00:12:32 INFO    ] Running testing in epoch 110
[20250220 00:14:24 INFO    ] Epoch:110 ===== loss:0.006508 ===== SRCC:0.873 ===== PLCC:0.9039
[20250220 00:14:24 INFO    ] Eval done...
[20250220 00:14:24 INFO    ] Epoch 110 done. Time: 1.2e+01min
[20250220 00:14:24 INFO    ] Running training epoch 111
[20250220 00:24:06 INFO    ] train epoch:111 / loss:0.000434 / SRCC:0.9911 / PLCC:0.9928
[20250220 00:24:06 INFO    ] Starting eval...
[20250220 00:24:06 INFO    ] Running testing in epoch 111
[20250220 00:25:55 INFO    ] Epoch:111 ===== loss:0.006655 ===== SRCC:0.8708 ===== PLCC:0.9018
[20250220 00:25:55 INFO    ] Eval done...
[20250220 00:25:55 INFO    ] Epoch 111 done. Time: 1.2e+01min
[20250220 00:25:55 INFO    ] Running training epoch 112
[20250220 00:35:38 INFO    ] train epoch:112 / loss:0.0004307 / SRCC:0.9908 / PLCC:0.9929
[20250220 00:35:38 INFO    ] Starting eval...
[20250220 00:35:38 INFO    ] Running testing in epoch 112
[20250220 00:37:29 INFO    ] Epoch:112 ===== loss:0.00662 ===== SRCC:0.8743 ===== PLCC:0.904
[20250220 00:37:29 INFO    ] Eval done...
[20250220 00:37:29 INFO    ] Epoch 112 done. Time: 1.2e+01min
[20250220 00:37:29 INFO    ] Running training epoch 113
[20250220 00:47:12 INFO    ] train epoch:113 / loss:0.0004384 / SRCC:0.9906 / PLCC:0.9928
[20250220 00:47:12 INFO    ] Starting eval...
[20250220 00:47:12 INFO    ] Running testing in epoch 113
[20250220 00:49:04 INFO    ] Epoch:113 ===== loss:0.006554 ===== SRCC:0.8732 ===== PLCC:0.9013
[20250220 00:49:04 INFO    ] Eval done...
[20250220 00:49:04 INFO    ] Epoch 113 done. Time: 1.2e+01min
[20250220 00:49:04 INFO    ] Running training epoch 114
[20250220 00:58:46 INFO    ] train epoch:114 / loss:0.0005091 / SRCC:0.9895 / PLCC:0.9916
[20250220 00:58:46 INFO    ] Starting eval...
[20250220 00:58:46 INFO    ] Running testing in epoch 114
[20250220 01:00:36 INFO    ] Epoch:114 ===== loss:0.006451 ===== SRCC:0.8737 ===== PLCC:0.9013
[20250220 01:00:36 INFO    ] Eval done...
[20250220 01:00:36 INFO    ] Epoch 114 done. Time: 1.2e+01min
[20250220 01:00:36 INFO    ] Running training epoch 115
[20250220 01:10:17 INFO    ] train epoch:115 / loss:0.0004671 / SRCC:0.9904 / PLCC:0.9923
[20250220 01:10:17 INFO    ] Starting eval...
[20250220 01:10:17 INFO    ] Running testing in epoch 115
[20250220 01:12:12 INFO    ] Epoch:115 ===== loss:0.006233 ===== SRCC:0.8738 ===== PLCC:0.9037
[20250220 01:12:12 INFO    ] Eval done...
[20250220 01:12:12 INFO    ] Epoch 115 done. Time: 1.2e+01min
[20250220 01:12:12 INFO    ] Running training epoch 116
[20250220 01:21:57 INFO    ] train epoch:116 / loss:0.0003756 / SRCC:0.9921 / PLCC:0.9938
[20250220 01:21:57 INFO    ] Starting eval...
[20250220 01:21:57 INFO    ] Running testing in epoch 116
[20250220 01:23:50 INFO    ] Epoch:116 ===== loss:0.006623 ===== SRCC:0.8668 ===== PLCC:0.899
[20250220 01:23:50 INFO    ] Eval done...
[20250220 01:23:50 INFO    ] Epoch 116 done. Time: 1.2e+01min
[20250220 01:23:50 INFO    ] Running training epoch 117
[20250220 01:33:33 INFO    ] train epoch:117 / loss:0.0004087 / SRCC:0.9918 / PLCC:0.9933
[20250220 01:33:33 INFO    ] Starting eval...
[20250220 01:33:33 INFO    ] Running testing in epoch 117
[20250220 01:35:29 INFO    ] Epoch:117 ===== loss:0.006722 ===== SRCC:0.8693 ===== PLCC:0.9008
[20250220 01:35:29 INFO    ] Eval done...
[20250220 01:35:29 INFO    ] Epoch 117 done. Time: 1.2e+01min
[20250220 01:35:29 INFO    ] Running training epoch 118
[20250220 01:45:17 INFO    ] train epoch:118 / loss:0.0003603 / SRCC:0.9926 / PLCC:0.9941
[20250220 01:45:17 INFO    ] Starting eval...
[20250220 01:45:17 INFO    ] Running testing in epoch 118
[20250220 01:47:11 INFO    ] Epoch:118 ===== loss:0.006726 ===== SRCC:0.8727 ===== PLCC:0.9032
[20250220 01:47:11 INFO    ] Eval done...
[20250220 01:47:11 INFO    ] Epoch 118 done. Time: 1.2e+01min
[20250220 01:47:11 INFO    ] Running training epoch 119
[20250220 01:56:55 INFO    ] train epoch:119 / loss:0.000406 / SRCC:0.9914 / PLCC:0.9933
[20250220 01:56:55 INFO    ] Starting eval...
[20250220 01:56:55 INFO    ] Running testing in epoch 119
[20250220 01:58:50 INFO    ] Epoch:119 ===== loss:0.006536 ===== SRCC:0.869 ===== PLCC:0.8995
[20250220 01:58:50 INFO    ] Eval done...
[20250220 01:58:50 INFO    ] Epoch 119 done. Time: 1.2e+01min
[20250220 01:58:50 INFO    ] Running training epoch 120
